需求编号,需求描述,用例类型,导航,功能模块,功能点,优先级,用例标题,前置条件,操作步骤,预期结果,测试结果,执行人,测试环境,备注
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表查询条件,输入框默认提示请输入，下拉框默认提示请选择,L3,验证输入框默认提示请输入，下拉框默认提示请选择,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,输入框默认提示请输入，下拉框默认提示请选择,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表查询条件,下拉框选择后鼠标移上去要显示清空按钮【X】,L3,验证下拉框选择后鼠标移上去要显示清空按钮【X】,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,下拉框选择后鼠标移上去要显示清空按钮【X】,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表查询条件,查询、重置按钮统一放搜索框右下角，右对齐,L3,验证查询、重置按钮统一放搜索框右下角，右对齐,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,查询、重置按钮统一放搜索框右下角，右对齐,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表查询条件,查询按钮统一叫查询，不叫搜索,L3,验证查询按钮统一叫查询，不叫搜索,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,查询按钮统一叫查询，不叫搜索,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表查询条件,所有输入框支持回车搜索,L3,验证所有输入框支持回车搜索,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,所有输入框支持回车搜索,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表查询条件,根据实际场景增加最大字符限制,L3,验证根据实际场景增加最大字符限制,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,根据实际场景增加最大字符限制,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表查询条件,日期选择框统一,L3,验证日期选择框统一,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,日期选择框统一,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,标题左上角展示,L3,验证标题左上角展示,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,标题左上角展示,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,表格操作按钮右上角，和表格右对齐,L3,验证表格操作按钮右上角，和表格右对齐,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,表格操作按钮右上角，和表格右对齐,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,关键信息要显示全称，如项目名称、项目编码、任务名称、任务编码、方案名称等,L3,验证关键信息要显示全称，如项目名称、项目编码、任务名称、任务编码、方案名称等,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,关键信息要显示全称，如项目名称、项目编码、任务名称、任务编码、方案名称等,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,表格列宽调整，重要字段尽量完整展示，有些字段不用展示那个长，比如年份,L3,验证表格列宽调整，重要字段尽量完整展示，有些字段不用展示那个长，比如年份,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,表格列宽调整，重要字段尽量完整展示，有些字段不用展示那个长，比如年份,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,文字超链接：各页面表单中的标题、名称统⼀⽀持超链接，单击标题可跳转⾄对应⻚⾯,L3,验证文字超链接：各页面表单中的标题、名称统⼀⽀持超链接，单击标题可跳转⾄对应⻚⾯,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,文字超链接：各页面表单中的标题、名称统⼀⽀持超链接，单击标题可跳转⾄对应⻚⾯,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,列表查询页面，加入“共多少条”的统计,L3,验证列表查询页面，加入“共多少条”的统计,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,列表查询页面，加入“共多少条”的统计,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,支持点击行选中,L3,验证支持点击行选中,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,支持点击行选中,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,列表过长，滑动时关键列固定,L3,验证列表过长，滑动时关键列固定,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,列表过长，滑动时关键列固定,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,单元格点击扩大点击范围，而不是只能点击文字,L3,验证单元格点击扩大点击范围，而不是只能点击文字,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,单元格点击扩大点击范围，而不是只能点击文字,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,操作按钮统一放到表格第一列,L3,验证操作按钮统一放到表格第一列,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,操作按钮统一放到表格第一列,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,列表标题⼀般不能过⻓，不超过8个字最佳，并且标题尽量不要换⾏显示，必须换⾏时不超过两⾏，如表格⼀屏显示不下可滑动显示。,L3,验证列表标题⼀般不能过⻓，不超过8个字最佳，并且标题尽量不要换⾏显示，必须换⾏时不超过两⾏，如表格⼀屏显示不下可滑动显示。,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,列表标题⼀般不能过⻓，不超过8个字最佳，并且标题尽量不要换⾏显示，必须换⾏时不超过两⾏，如表格⼀屏显示不下可滑动显示。,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表表格,列表的⼀般内容为居中对⻬；操作列居中对⻬；⾦额类数字右对⻬；对于字数不可控的名称⼀般为左对⻬,L3,验证列表的⼀般内容为居中对⻬；操作列居中对⻬；⾦额类数字右对⻬；对于字数不可控的名称⼀般为左对⻬,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,列表的⼀般内容为居中对⻬；操作列居中对⻬；⾦额类数字右对⻬；对于字数不可控的名称⼀般为左对⻬,,冯云梦,UAT,
8898,,UIUE,物资管理-领料申请明细查询(物料),领料申请明细查询（物料）列表导出,附件大小超过1M的都按M显示,L3,验证附件大小超过1M的都按M显示,"1.系统运行正常
2.分别使用IE，谷歌，cmcc浏览器验证",1.点击进入领料申请明细查询（物料）列表查询,附件大小超过1M的都按M显示,,冯云梦,UAT,
9633,"【背景】：广西计划使用PMS系统设备串号功能支撑一码到底现场扫码业务
【需求】：申请PMS系统配合广西采供系统联调：OSB_BP_SOA_HQ_00235_查询SCM系统SN码扫码范围信息服务（分页）-V0.1接口
【方案概述】：广西设备串号接口联调，获取省侧扫码范围。",功能,工作台-设备串号,设备串号,选择物资,L2,验证是否正常选择物资,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.sn码数据源获取方式为省测数据源",1.新增设备串号单，填写数据，点击选择物资,1.展示对应任务下的物资（数据来源为省测），物资数量自动带出,,冯云梦,UAT,
9633,,功能,工作台-设备串号,设备串号,选择物资,L2,验证是否正常选择物资,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.sn码数据源获取方式为出库单+sn码",1.新增设备串号单，填写数据，点击选择物资,1.展示对应任务下的物资（数据来源为出库单）,,冯云梦,UAT,
9633,,功能,工作台-设备串号,设备串号,录入项目中存在的sn码数据,L2,验证是否正常提交设备串号,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app",1.新增设备串号单，录入项目sn码池中存在的sn码数据，点击提交,1.正常提交设备串号单给对应的审批人,,冯云梦,UAT,
9633,,功能,工作台-设备串号,设备串号,录入项目sn码池中不存在的sn码数据,L2,验证是否正常提交设备串号,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用容错机制",1.新增设备串号单，录入项目sn码池中不存在的sn码数据，点击提交,1.物资数量自动带出。弹出提示，并跳转至容错说明填写页面，填写完毕后，提交设备串号单给对应的审批人,,冯云梦,UAT,
9633,,功能,工作台-设备串号,设备串号,录入项目sn码池中不存在的sn码数据,L2,验证是否正常提交设备串号,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.不启用容错机制",1.新增设备串号单，录入项目sn码池中不存在的sn码数据，点击提交,1.物资数量自动带出。弹出拦截提示：SN码信息不匹配，请重新录入。不允许提交单据,,冯云梦,UAT,
9777,"【背景】：新疆设备串号功能支撑一码到底现场扫码业务
【需求】：新疆设备串号接口联调
【方案概述】：接口联调：涉及接口服务: 《OSB BP SOA HO 00138 查询SN码信息路由服务 (分页) -V0.10》《OSB BP SOA HO 00139 导入一码到底信息路由服务-V0.11》测试",功能,工作台-设备串号,设备串号,选择物资,L2,验证是否正常选择物资,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.sn码数据源获取方式为省测数据源",1.新增设备串号单，填写数据，点击选择物资,1.展示对应任务下的物资（数据来源为省测），物资数量自动带出,,冯云梦,UAT,
9777,,功能,工作台-设备串号,设备串号,选择物资,L2,验证是否正常选择物资,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.sn码数据源获取方式为出库单+sn码",1.新增设备串号单，填写数据，点击选择物资,1.展示对应任务下的物资（数据来源为出库单）,,冯云梦,UAT,
9777,,功能,工作台-设备串号,设备串号,录入项目中存在的sn码数据,L2,验证是否正常提交设备串号,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app",1.新增设备串号单，录入项目sn码池中存在的sn码数据，点击提交,1.正常提交设备串号单给对应的审批人,,冯云梦,UAT,
9777,,功能,工作台-设备串号,设备串号,录入项目sn码池中不存在的sn码数据,L2,验证是否正常提交设备串号,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用容错机制",1.新增设备串号单，录入项目sn码池中不存在的sn码数据，点击提交,1.物资数量自动带出。弹出提示，并跳转至容错说明填写页面，填写完毕后，提交设备串号单给对应的审批人,,冯云梦,UAT,
9777,,功能,工作台-设备串号,设备串号,录入项目sn码池中不存在的sn码数据,L2,验证是否正常提交设备串号,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.不启用容错机制",1.新增设备串号单，录入项目sn码池中不存在的sn码数据，点击提交,1.物资数量自动带出。弹出拦截提示：SN码信息不匹配，请重新录入。不允许提交单据,,冯云梦,UAT,
9777,,功能,工作台-设备串号,设备串号,设备串号单审批完成后，推送数据至一码到底系统,L2,验证设备串号单审批完成后，推送数据至一码到底系统,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app",1.审批通过设备串号单，在一码到底系统查看数据,1.正常将数据推送至一码到底系统,,冯云梦,UAT,
9641,"【背景】：设备串号功能优化
【需求】：设备串号功能优化
【方案概述】：增加直接扫码功能，可以通过扫码带出对应物料名称及物料编码。",功能,工作台-设备串号,设备串号,新增直接扫码功能,L2,验证页面新增直接扫码功能,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app","1.点击进入设备串号单新增页面
2.点击进入设备串号单编辑页面","1.选择物资按钮右边新增扫码按钮
2.选择物资按钮右边新增扫码按钮",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,新增直接录入sn码功能,L2,验证直接录入sn码功能,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app","1.点击进入设备串号单新增页面
2.点击进入设备串号单编辑页面","1.选择物资按钮右边新增录入串号按钮
2.选择物资按钮右边新增录入串号按钮",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码对应物料信息存在于该任务出库单中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码数据源获取方式
4.扫码范围为不控制","1.点击直接扫码，扫描录入当前所选任务下不存在对应物料的sn码数据
2.点击直接扫码，扫描录入当前所选任务下不存在对应物料的sn码数据","1.正常录入sn码数据，并进入扫描结果页面
2.提示“当前任务下无该SN码对应物料信息，请重新录入”",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证保存扫描结果后，自动带出sn码对应的物料数据,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码",1.点击扫描结果的保存按钮,1.返回新增主页面，并带出对应的物料编码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码
4.扫码范围为只允许录入同一施工单位下的sn码
5.只能使用多派工任务校验
6.不启用容错机制","1.点击直接扫码，扫描录入不在对应施工单位下的sn码数据
2.点击直接扫码，扫描录入在对应施工单位下的sn码数据","1.提示“SN码对应施工单位与发起单据选择的施工单位不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码
4.扫码范围为只允许录入同一项目下的sn码
6.不启用容错机制","1.点击直接扫码，扫描录入不在对应项目下的sn码数据
2.点击直接扫码，扫描录入在对应项目下的sn码数据","1.提示“SN码对应项目与发起单据选择的项目不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码
4.扫码范围为只允许录入同一出库单下的sn码
6.不启用容错机制","1.点击直接扫码，扫描录入不在对应出库单下的sn码数据
2.点击直接扫码，扫描录入在对应出库单下的sn码数据","1.提示“SN码对应出库单与发起单据选择的出库单不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围","1.点击直接扫码，扫描录入当前省测扫码范围下不存在对应物料的sn码数据
2.点击直接扫码，扫描录入当前省测扫码范围下不存在对应物料的sn码数据","1.正常录入sn码数据，并进入扫描结果页面
2.提示“当前任务下无该SN码信息，请重新录入”",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一施工单位下的sn码
5.不启用容错机制","1.点击直接扫码，扫描录入不在对应施工单位下的sn码数据
2.点击直接扫码，扫描录入在对应施工单位下的sn码数据","1.提示“SN码对应施工单位与发起单据选择的施工单位不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一项目下的sn码
5.不启用容错机制","1.点击直接扫码，扫描录入不在对应项目下的sn码数据
2.点击直接扫码，扫描录入在对应项目下的sn码数据","1.提示“SN码对应项目与发起单据选择的项目不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一出库单下的sn码
5.不启用容错机制","1.点击直接扫码，扫描录入不在对应出库单下的sn码数据
2.点击直接扫码，扫描录入在对应出库单下的sn码数据","1.提示“SN码对应出库单与发起单据选择的出库单不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一施工单位下的sn码
5.启用容错机制","1.点击直接扫码，扫描录入不在对应施工单位下的sn码数据
2.点击直接扫码，扫描录入在对应施工单位下的sn码数据","1.提示“SN码对应施工单位与发起单据选择的施工单位不符，请重新录入”，并进入容错说明填写页面
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一项目下的sn码
5.启用容错机制","1.点击直接扫码，扫描录入不在对应项目下的sn码数据
2.点击直接扫码，扫描录入在对应项目下的sn码数据","1.提示“SN码对应项目与发起单据选择的项目不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,扫码录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一出库单下的sn码
5.启用容错机制","1.点击直接扫码，扫描录入不在对应出库单下的sn码数据
2.点击直接扫码，扫描录入在对应出库单下的sn码数据","1.提示“SN码对应出库单与发起单据选择的出库单不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码对应物料信息存在于该任务出库单中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码数据源获取方式
4.扫码范围为不控制","1.点击手工录入，扫描录入当前所选任务下不存在对应物料的sn码数据
2.点击手工录入，扫描录入当前所选任务下不存在对应物料的sn码数据","1.正常录入sn码数据，并进入扫描结果页面
2.提示“当前任务下无该SN码对应物料信息，请重新录入”",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证保存扫描结果后，自动带出sn码对应的物料数据,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码",1.点击扫描结果的保存按钮,1.返回新增主页面，并带出对应的物料编码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码
4.扫码范围为只允许录入同一施工单位下的sn码
5.只能使用多派工任务校验
6.不启用容错机制","1.点击手工录入，扫描录入不在对应施工单位下的sn码数据
2.点击手工录入，扫描录入在对应施工单位下的sn码数据","1.提示“SN码对应施工单位与发起单据选择的施工单位不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码
4.扫码范围为只允许录入同一项目下的sn码
6.不启用容错机制","1.点击手工录入，扫描录入不在对应项目下的sn码数据
2.点击手工录入，扫描录入在对应项目下的sn码数据","1.提示“SN码对应项目与发起单据选择的项目不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用出库单＋SN码
4.扫码范围为只允许录入同一出库单下的sn码
6.不启用容错机制","1.点击手工录入，扫描录入不在对应出库单下的sn码数据
2.点击手工录入，扫描录入在对应出库单下的sn码数据","1.提示“SN码对应出库单与发起单据选择的出库单不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
