需求编号,需求描述,用例类型,导航,功能模块,功能点,优先级,用例标题,前置条件,操作步骤,预期结果,测试结果,执行人,测试环境,备注
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围","1.点击手工录入，扫描录入当前省测扫码范围下不存在对应物料的sn码数据
2.点击手工录入，扫描录入当前省测扫码范围下不存在对应物料的sn码数据","1.正常录入sn码数据，并进入扫描结果页面
2.提示“当前任务下无该SN码信息，请重新录入”",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一施工单位下的sn码
5.不启用容错机制","1.点击手工录入，扫描录入不在对应施工单位下的sn码数据
2.点击手工录入，扫描录入在对应施工单位下的sn码数据","1.提示“SN码对应施工单位与发起单据选择的施工单位不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一项目下的sn码
5.不启用容错机制","1.点击手工录入，扫描录入不在对应项目下的sn码数据
2.点击手工录入，扫描录入在对应项目下的sn码数据","1.提示“SN码对应项目与发起单据选择的项目不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一出库单下的sn码
5.不启用容错机制","1.点击手工录入，扫描录入不在对应出库单下的sn码数据
2.点击手工录入，扫描录入在对应出库单下的sn码数据","1.提示“SN码对应出库单与发起单据选择的出库单不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一施工单位下的sn码
5.启用容错机制","1.点击手工录入，扫描录入不在对应施工单位下的sn码数据
2.点击手工录入，扫描录入在对应施工单位下的sn码数据","1.提示“SN码对应施工单位与发起单据选择的施工单位不符，请重新录入”，并进入容错说明填写页面
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一项目下的sn码
5.启用容错机制","1.点击手工录入，扫描录入不在对应项目下的sn码数据
2.点击手工录入，扫描录入在对应项目下的sn码数据","1.提示“SN码对应项目与发起单据选择的项目不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,手工直接录入设备串号,L2,验证SN码是否在对应的扫码范围中,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app
3.启用省测扫码范围
4.扫码范围为只允许录入同一出库单下的sn码
5.启用容错机制","1.点击手工录入，扫描录入不在对应出库单下的sn码数据
2.点击手工录入，扫描录入在对应出库单下的sn码数据","1.提示“SN码对应出库单与发起单据选择的出库单不符，请重新录入”
2.正常录入sn码数据，并进入扫描结果页面",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,多次扫描同一物料下不同的sn码数据,L2,验证多次扫描同一物料下不同的sn码数据,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app",1.点击扫描sn码，录入同一物料下不同的sn码数据,1.sn码数据正常显示在设备串号sn码详情页面,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,多次手工录入同一物料下不同的sn码数据,L2,验证多次手工录入同一物料下不同的sn码数据,"1.系统运行正常
2.使用施工单位负责人/施工专业负责人/施工队长角色登陆app",1.点击手工录入，录入同一物料下不同的sn码数据,1.sn码数据正常显示在设备串号sn码详情页面,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮,1.弹出拦截提示：当前环节SN码已录入，请勿重复录入,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证在同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证在同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用的环节
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证在同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮,1.弹出拦截提示：当前环节SN码已录入，请勿重复录入,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用的环节
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.单据A状态为审批中/审批完成
5.同一任务下","1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮
2.保存设备串号单","1.弹出拦截提示：序号x中xxSN码当前环节已录入，请勿重复录入
2.正常保存设备串号单",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.单据A状态为草稿
5.同一任务下","1.新增设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮
2.其中一个设备串号单提交审批
3.编辑另一张设备串号单，点击提交","1.正常保存sn码数据
2.正常提交审批
3.弹出拦截提示：序号x中xxSN码当前环节已录入，请勿重复录入",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择光缆类
4.同一任务下","1.新增多张设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮
2.提交设备串号单","1.正常保存sn码数据
2.正常保存/提交设备串号单",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用的环节
3.物资类型选择非光缆类
4.同一任务下","1.新增多张设备串号单，直接扫描录入多个相同的SN码数据，点击保存/保存并继续按钮
2.提交设备串号单","1.正常保存sn码数据
2.正常保存/提交设备串号单",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮,1.弹出拦截提示：当前环节SN码已录入，请勿重复录入,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证在同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证在同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用的环节
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证在同一张设备串号单中的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮,1.弹出拦截提示：当前环节SN码已录入，请勿重复录入,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用的环节
3.物资类型选择非光缆类
4.同一任务下",1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证同一张设备串号单中不同的物料是否录入了多个相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用
3.物资类型选择光缆类
4.同一任务下",1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮,1.正常保存sn码数据,,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.单据A状态为审批中/审批完成
5.同一任务下","1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮
2.保存设备串号单","1.弹出拦截提示：序号x中xxSN码当前环节已录入，请勿重复录入
2.正常保存设备串号单",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择非光缆类
4.单据A状态为草稿
5.同一任务下","1.新增设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮
2.其中一个设备串号单提交审批
3.编辑另一张设备串号单，点击提交","1.正常保存sn码数据
2.正常提交审批
3.弹出拦截提示：序号x中xxSN码当前环节已录入，请勿重复录入",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择安装使用
3.物资类型选择光缆类
4.同一任务下","1.新增多张设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮
2.提交设备串号单","1.正常保存sn码数据
2.正常保存/提交设备串号单",,冯云梦,UAT,
9641,,功能,工作台-设备串号,设备串号,sn码重复校验-扫描录入,L2,验证多张设备串号单中是否录入了相同的sn码数据,"1.系统运行正常
2.扫码环节选择非安装使用的环节
3.物资类型选择非光缆类
4.同一任务下","1.新增多张设备串号单，直接手工录入多个相同的SN码数据，点击保存/保存并继续按钮
2.提交设备串号单","1.正常保存sn码数据
2.正常保存/提交设备串号单",,冯云梦,UAT,
9296,"【需求背景】北京启用pms物资管理模块
【需求描述】上线物资管理模块
【方案简述】接口联调，包括：
OSB_LIS_LIS_HQ_00033新增领料申请（lis模式）
OSB_LIS_LIS_HQ_00035编辑及查看领料申请（LIS模式）
OSB_LIS_LIS_HQ_00036新增退料申请（LIS模式）
OSB_LIS_LIS_HQ_00037编辑及查看退料申请（LIS模式及PMS模式）
OSB_LIS_LIS_HQ_00038新增现场调拨申请（LIS模式）
OSB_LIS_LIS_HQ_00039编辑及查看现场调拨申请（LIS模式及PMS模式）
OSB_BP_SOA_HQ_00061_查询LIS领料申请单信息路由服务（分页）
OSB_BP_SOA_HQ_00063_查询LIS退料申请单信息路由服务（分页）
OSB_BP_SOA_HQ_00065_查询LIS现场调拨申请单信息路由服务（分页）
OSB_BP_SOA_HQ_00072 _查询LIS接收直发单信息路由服务（分页）
OSB_BP_SOA_HQ_00205_查询接收直发单信息路由服务(多项目)（分页）
OSB_BP_SOA_HQ_00125_查询LIS出库单信息路由服务（多项目）（分页）
OSB_BP_SOA_HQ_00126_查询LIS退库单信息路由服务（多项目）（分页）
OSB_BP_SOA_HQ_00138_查询SN码信息路由服务（分页）
开发做连通性测试、测试组和现场运维做业务测试
功能测试，包括：单任务物资平衡表（物料）、物资平衡表（物料）",功能,SCM出库单,物资管理-SCM出库单,查询,L2,验证查询、重置，导出，同步出库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击查询出库单,1.正常查询出符合查询条件的出库单,,冯云梦,UAT,
9296,,功能,SCM出库单,物资管理-SCM出库单,重置,L2,验证查询、重置，导出，同步出库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击重置查询条件,1.正常清空查询条件，并查询出所有的出库单数据,,冯云梦,UAT,
9296,,功能,SCM出库单,物资管理-SCM出库单,导出,L2,验证查询、重置，导出，同步出库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击导出按钮,1.正常导出符合查询条件的出库单数据,,冯云梦,UAT,
9296,,功能,SCM出库单,物资管理-SCM出库单,同步,L2,验证查询、重置，导出，同步出库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击同步出库单,1.正常同步所选的项目下的出库单,,冯云梦,UAT,
9296,,功能,项目物资台账,物资管理-项目物资台账,查询台账信息,L2,验证查询、重置，导出，台账数据,"1.使用工程实施经理登录
2.有菜单权限",1.点击进入项目物资台账,1.正常查看到台账数据,,冯云梦,UAT,
9296,,功能,SCM出库单明细,物资管理-SCM出库单明细,查询,L2,验证查询、重置，导出，同步出库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击查询出库单,1.正常查询出符合查询条件的出库单,,冯云梦,UAT,
9296,,功能,SCM出库单明细,物资管理-SCM出库单明细,重置,L2,验证查询、重置，导出，同步出库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击重置查询条件,1.正常清空查询条件，并查询出所有的出库单数据,,冯云梦,UAT,
9296,,功能,SCM出库单明细,物资管理-SCM出库单明细,导出,L2,验证查询、重置，导出，同步出库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击导出按钮,1.正常导出符合查询条件的出库单数据,,冯云梦,UAT,
9296,,功能,SCM出库单明细,物资管理-SCM出库单明细,同步,L2,验证查询、重置，导出，同步出库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击同步出库单,1.正常同步所选的项目下的出库单,,冯云梦,UAT,
9296,,功能,SCM退库单,物资管理-SCM退库单,查询,L2,验证查询、重置，导出，同步SCM退库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击查询退库单,1.正常查询出符合查询条件的退库单,,冯云梦,UAT,
9296,,功能,SCM退库单,物资管理-SCM退库单,重置,L2,验证查询、重置，导出，同步SCM退库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击重置查询条件,1.正常清空查询条件，并查询出所有的退库单数据,,冯云梦,UAT,
9296,,功能,SCM退库单,物资管理-SCM退库单,导出,L2,验证查询、重置，导出，同步SCM退库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击导出按钮,1.正常导出符合查询条件的退库单数据,,冯云梦,UAT,
9296,,功能,SCM退库单,物资管理-SCM退库单,同步,L2,验证查询、重置，导出，同步SCM退库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击同步退库单,1.正常同步所选的项目下的退库单,,冯云梦,UAT,
9296,,功能,SCM退库单明细查询,物资管理-SCM退库单明细查询,查询,L2,验证查询、重置，导出，同步SCM退库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击查询退库单,1.正常查询出符合查询条件的退库单,,冯云梦,UAT,
9296,,功能,SCM退库单明细查询,物资管理-SCM退库单明细查询,重置,L2,验证查询、重置，导出，同步SCM退库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击重置查询条件,1.正常清空查询条件，并查询出所有的退库单数据,,冯云梦,UAT,
9296,,功能,SCM退库单明细查询,物资管理-SCM退库单明细查询,导出,L2,验证查询、重置，导出，同步SCM退库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击导出按钮,1.正常导出符合查询条件的退库单数据,,冯云梦,UAT,
9296,,功能,SCM退库单明细查询,物资管理-SCM退库单明细查询,同步,L2,验证查询、重置，导出，同步SCM退库单,"1.使用工程实施经理登录
2.有菜单权限",1.点击同步退库单,1.正常同步所选的项目下的退库单,,冯云梦,UAT,
9296,,功能,单任务物资平衡表（物料）,物资管理-单任务物资平衡表（物料）,新增,L2,验证新增单任务物资平衡表,"1.使用工程实施经理登录
2.有菜单权限",1.进入单任务物资平衡表新增页面，选择做完出库退库的项目任务,1.页面正常展示该出库单对应的物料信息，调入调出，退库数量,,冯云梦,UAT,
9296,,功能,单任务物资平衡表（物料）,物资管理-单任务物资平衡表（物料）,审批,L2,验证审批单任务物资平衡表,"1.使用工程实施经理登录
2.有菜单权限",1.进入单任务物资平衡表新增页面，选择做完出库退库的项目任务，填写数量后点击提交，进入审批流程,1.正常生成待办，待办信息正确，单据状态改为审批中,,冯云梦,UAT,
9296,,功能,单任务物资平衡表（物料）,物资管理-单任务物资平衡表（物料）,驳回,L2,验证驳回单任务物资平衡表,"1.使用工程实施经理登录
2.有菜单权限",1.驳回该单任务物资平衡表,1.正常驳回到起草人,,冯云梦,UAT,
9296,,功能,单任务物资平衡表（物料）,物资管理-单任务物资平衡表（物料）,作废,L2,验证作废单任务物资平衡表,"1.使用工程实施经理登录
2.有菜单权限",1.作废该单任务物资平衡表,1.正常作废，单据状态改为作废,,冯云梦,UAT,
9296,,功能,单任务物资平衡表（物料）,物资管理-单任务物资平衡表（物料）,批量新增,L2,验证批量新增单任务物资平衡表,"1.使用工程实施经理登录
2.有菜单权限",1.批量新增单任务物资平衡表,1.正常生成待办，数据正确,,冯云梦,UAT,
9296,,功能,物资平衡表（物料）,物资管理-物资平衡表（物料）,查看物资平衡表（物料）数据,L2,验证物资平衡表,"1.使用工程实施经理登录
2.有菜单权限",1.查看物资平衡表信息,1.正确展示对应的出库单的数量信息以及使用量信息,,冯云梦,UAT,
9296,,功能,撤销单,物资管理-撤销单,新增,,验证新增撤销单,"1.使用工程实施经理登录
2.有菜单权限",1.进入撤销单新增页面，选择做完单任务物资平衡表的项目任务,1.页面正常展示该单任务物资平衡表数据,,冯云梦,UAT,
9296,,功能,撤销单,物资管理-撤销单,审批,,验证审批撤销单,"1.使用工程实施经理登录
2.有菜单权限",1.进入撤销单新增页面，选择做完单任务物资平衡表的项目任务，填写数据后点击提交，进入审批流程,1.正常生成待办，待办信息正确，单据状态改为审批中,,冯云梦,UAT,
9296,,功能,撤销单,物资管理-撤销单,驳回,,验证驳回撤销单,"1.使用工程实施经理登录
2.有菜单权限",1.驳回该撤销单,1.正常驳回到起草人,,冯云梦,UAT,
9296,,功能,撤销单,物资管理-撤销单,作废,,验证作废撤销单,"1.使用工程实施经理登录
2.有菜单权限",1.作废该撤销单,1.正常作废，单据状态改为作废,,冯云梦,UAT,
